filename,target,category,src_file,take,duration,sr
1-27166-A-35.wav,washing machine,Interior/domestic sounds,27166,A,5.0,44100
4-189832-B-22.wav,clapping,Human non speech sounds,189832,B,5.0,44100
2-99955-A-7.wav,insects,Animals,99955,A,5.0,44100
4-159609-B-14.wav,chirping birds,Natural soundscapes,159609,B,5.0,44100
5-233605-A-39.wav,glass breaking,Interior/domestic sounds,233605,A,5.0,44100
2-109231-A-9.wav,crow,Animals,109231,A,5.0,44100
4-119648-C-48.wav,fireworks,Exterior/urban noises,119648,C,5.0,44100
4-154793-A-4.wav,frog,Animals,154793,A,5.0,44100
2-106849-A-47.wav,airplane,Exterior/urban noises,106849,A,5.0,44100
4-144468-B-27.wav,brushing teeth,Human non speech sounds,144468,B,5.0,44100
3-129264-A-9.wav,crow,Animals,129264,A,5.0,44100
2-52085-B-4.wav,frog,Animals,52085,B,5.0,44100
1-52266-A-24.wav,coughing,Human non speech sounds,52266,A,5.0,44100
5-238021-A-35.wav,washing machine,Interior/domestic sounds,238021,A,5.0,44100
1-36393-A-23.wav,breathing,Human non speech sounds,36393,A,5.0,44100
2-87794-A-24.wav,coughing,Human non speech sounds,87794,A,5.0,44100
3-203373-A-39.wav,glass breaking,Interior/domestic sounds,203373,A,5.0,44100
4-180453-A-17.wav,pouring water,Natural soundscapes,180453,A,5.0,44100
4-163609-A-16.wav,wind,Natural soundscapes,163609,A,5.0,44100
2-127109-A-6.wav,hen,Animals,127109,A,5.0,44100
1-115920-B-22.wav,clapping,Human non speech sounds,115920,B,5.0,44100
1-95563-A-31.wav,mouse click,Interior/domestic sounds,95563,A,5.0,44100
4-171396-A-24.wav,coughing,Human non speech sounds,171396,A,5.0,44100
2-135649-A-45.wav,train,Exterior/urban noises,135649,A,5.0,44100
2-88724-A-38.wav,clock tick,Interior/domestic sounds,88724,A,5.0,44100
3-151213-A-24.wav,coughing,Human non speech sounds,151213,A,5.0,44100
1-31836-A-4.wav,frog,Animals,31836,A,5.0,44100
5-198278-A-7.wav,insects,Animals,198278,A,5.0,44100
3-115387-C-47.wav,airplane,Exterior/urban noises,115387,C,5.0,44100
2-32515-B-4.wav,frog,Animals,32515,B,5.0,44100
4-189332-A-37.wav,clock alarm,Interior/domestic sounds,189332,A,5.0,44100
2-72547-B-14.wav,chirping birds,Natural soundscapes,72547,B,5.0,44100
1-7974-A-49.wav,hand saw,Exterior/urban noises,7974,A,5.0,44100
1-85168-A-39.wav,glass breaking,Interior/domestic sounds,85168,A,5.0,44100
3-118194-A-33.wav,door wood creaks,Interior/domestic sounds,118194,A,5.0,44100
2-107351-A-20.wav,crying baby,Human non speech sounds,107351,A,5.0,44100
2-59566-A-46.wav,church bells,Exterior/urban noises,59566,A,5.0,44100
4-251959-A-47.wav,airplane,Exterior/urban noises,251959,A,5.0,44100
5-253101-A-49.wav,hand saw,Exterior/urban noises,253101,A,5.0,44100
3-130998-A-28.wav,snoring,Human non speech sounds,130998,A,5.0,44100
5-260011-A-34.wav,can opening,Interior/domestic sounds,260011,A,5.0,44100
1-91359-A-11.wav,sea waves,Natural soundscapes,91359,A,5.0,44100
4-216211-A-14.wav,chirping birds,Natural soundscapes,216211,A,5.0,44100
1-101296-A-19.wav,thunderstorm,Natural soundscapes,101296,A,5.0,44100
1-31836-B-4.wav,frog,Animals,31836,B,5.0,44100
1-75189-A-7.wav,insects,Animals,75189,A,5.0,44100
1-17742-A-12.wav,crackling fire,Natural soundscapes,17742,A,5.0,44100
4-194808-A-29.wav,drinking sipping,Human non speech sounds,194808,A,5.0,44100
2-89516-A-37.wav,clock alarm,Interior/domestic sounds,89516,A,5.0,44100
2-80482-A-20.wav,crying baby,Human non speech sounds,80482,A,5.0,44100
1-260640-A-2.wav,pig,Animals,260640,A,5.0,44100
1-58277-A-3.wav,cow,Animals,58277,A,5.0,44100
4-164064-C-1.wav,rooster,Animals,164064,C,5.0,44100
4-251645-A-49.wav,hand saw,Exterior/urban noises,251645,A,5.0,44100
5-218494-A-22.wav,clapping,Human non speech sounds,218494,A,5.0,44100
3-142605-A-21.wav,sneezing,Human non speech sounds,142605,A,5.0,44100
2-141682-B-36.wav,vacuum cleaner,Interior/domestic sounds,141682,B,5.0,44100
1-181071-A-40.wav,helicopter,Exterior/urban noises,181071,A,5.0,44100
4-193480-B-40.wav,helicopter,Exterior/urban noises,193480,B,5.0,44100
1-20133-A-39.wav,glass breaking,Interior/domestic sounds,20133,A,5.0,44100
2-92627-A-27.wav,brushing teeth,Human non speech sounds,92627,A,5.0,44100
2-132157-A-11.wav,sea waves,Natural soundscapes,132157,A,5.0,44100
2-102567-B-35.wav,washing machine,Interior/domestic sounds,102567,B,5.0,44100
1-97793-A-31.wav,mouse click,Interior/domestic sounds,97793,A,5.0,44100
5-187201-B-4.wav,frog,Animals,187201,B,5.0,44100
5-221528-A-39.wav,glass breaking,Interior/domestic sounds,221528,A,5.0,44100
4-182039-A-30.wav,door wood knock,Interior/domestic sounds,182039,A,5.0,44100
5-232272-A-44.wav,engine,Exterior/urban noises,232272,A,5.0,44100
3-133977-A-29.wav,drinking sipping,Human non speech sounds,133977,A,5.0,44100
1-100032-A-0.wav,dog,Animals,100032,A,5.0,44100
3-134802-A-13.wav,crickets,Natural soundscapes,134802,A,5.0,44100
2-68391-B-41.wav,chainsaw,Exterior/urban noises,68391,B,5.0,44100
1-103999-A-30.wav,door wood knock,Interior/domestic sounds,103999,A,5.0,44100
3-51909-A-42.wav,siren,Exterior/urban noises,51909,A,5.0,44100
1-103995-A-30.wav,door wood knock,Interior/domestic sounds,103995,A,5.0,44100
5-103415-A-2.wav,pig,Animals,103415,A,5.0,44100
2-82538-A-21.wav,sneezing,Human non speech sounds,82538,A,5.0,44100
4-149940-A-5.wav,cat,Animals,149940,A,5.0,44100
5-217186-A-16.wav,wind,Natural soundscapes,217186,A,5.0,44100
5-211408-A-37.wav,clock alarm,Interior/domestic sounds,211408,A,5.0,44100
4-126046-A-18.wav,toilet flush,Natural soundscapes,126046,A,5.0,44100
3-103599-B-25.wav,footsteps,Human non speech sounds,103599,B,5.0,44100
1-25777-A-48.wav,fireworks,Exterior/urban noises,25777,A,5.0,44100
5-103421-A-2.wav,pig,Animals,103421,A,5.0,44100
2-25293-A-22.wav,clapping,Human non speech sounds,25293,A,5.0,44100
3-170312-A-31.wav,mouse click,Interior/domestic sounds,170312,A,5.0,44100
1-49409-B-8.wav,sheep,Animals,49409,B,5.0,44100
2-78799-A-47.wav,airplane,Exterior/urban noises,78799,A,5.0,44100
4-210000-A-23.wav,breathing,Human non speech sounds,210000,A,5.0,44100
3-134699-C-16.wav,wind,Natural soundscapes,134699,C,5.0,44100
4-187384-A-34.wav,can opening,Interior/domestic sounds,187384,A,5.0,44100
4-133674-A-26.wav,laughing,Human non speech sounds,133674,A,5.0,44100
5-235874-A-28.wav,snoring,Human non speech sounds,235874,A,5.0,44100
1-36164-A-26.wav,laughing,Human non speech sounds,36164,A,5.0,44100
1-63679-A-24.wav,coughing,Human non speech sounds,63679,A,5.0,44100
3-134699-A-16.wav,wind,Natural soundscapes,134699,A,5.0,44100
5-179860-A-43.wav,car horn,Exterior/urban noises,179860,A,5.0,44100
2-141681-B-36.wav,vacuum cleaner,Interior/domestic sounds,141681,B,5.0,44100
3-144891-A-19.wav,thunderstorm,Natural soundscapes,144891,A,5.0,44100
3-155556-A-31.wav,mouse click,Interior/domestic sounds,155556,A,5.0,44100
2-51630-B-49.wav,hand saw,Exterior/urban noises,51630,B,5.0,44100
5-188716-A-46.wav,church bells,Exterior/urban noises,188716,A,5.0,44100
3-118656-A-41.wav,chainsaw,Exterior/urban noises,118656,A,5.0,44100
4-188191-B-29.wav,drinking sipping,Human non speech sounds,188191,B,5.0,44100
1-30226-A-0.wav,dog,Animals,30226,A,5.0,44100
5-156026-D-4.wav,frog,Animals,156026,D,5.0,44100
5-256512-A-30.wav,door wood knock,Interior/domestic sounds,256512,A,5.0,44100
1-26176-A-43.wav,car horn,Exterior/urban noises,26176,A,5.0,44100
3-138212-A-45.wav,train,Exterior/urban noises,138212,A,5.0,44100
2-94807-A-29.wav,drinking sipping,Human non speech sounds,94807,A,5.0,44100
3-193767-A-47.wav,airplane,Exterior/urban noises,193767,A,5.0,44100
5-217186-B-16.wav,wind,Natural soundscapes,217186,B,5.0,44100
3-163727-A-3.wav,cow,Animals,163727,A,5.0,44100
2-158746-C-2.wav,pig,Animals,158746,C,5.0,44100
3-178096-A-6.wav,hen,Animals,178096,A,5.0,44100
3-130998-B-28.wav,snoring,Human non speech sounds,130998,B,5.0,44100
5-204352-B-13.wav,crickets,Natural soundscapes,204352,B,5.0,44100
4-213915-C-3.wav,cow,Animals,213915,C,5.0,44100
1-61534-A-27.wav,brushing teeth,Human non speech sounds,61534,A,5.0,44100
1-16568-A-3.wav,cow,Animals,16568,A,5.0,44100
3-119459-A-26.wav,laughing,Human non speech sounds,119459,A,5.0,44100
3-172179-A-31.wav,mouse click,Interior/domestic sounds,172179,A,5.0,44100
3-166546-B-34.wav,can opening,Interior/domestic sounds,166546,B,5.0,44100
5-219379-A-11.wav,sea waves,Natural soundscapes,219379,A,5.0,44100
4-99193-A-4.wav,frog,Animals,99193,A,5.0,44100
5-103416-A-2.wav,pig,Animals,103416,A,5.0,44100
2-141563-A-39.wav,glass breaking,Interior/domestic sounds,141563,A,5.0,44100
4-156827-A-46.wav,church bells,Exterior/urban noises,156827,A,5.0,44100
5-213293-A-23.wav,breathing,Human non speech sounds,213293,A,5.0,44100
1-72229-B-6.wav,hen,Animals,72229,B,5.0,44100
3-177082-A-22.wav,clapping,Human non speech sounds,177082,A,5.0,44100
3-147965-A-12.wav,crackling fire,Natural soundscapes,147965,A,5.0,44100
4-198025-A-23.wav,breathing,Human non speech sounds,198025,A,5.0,44100
5-188606-A-33.wav,door wood creaks,Interior/domestic sounds,188606,A,5.0,44100
5-235956-A-47.wav,airplane,Exterior/urban noises,235956,A,5.0,44100
3-155579-A-14.wav,chirping birds,Natural soundscapes,155579,A,5.0,44100
2-209475-A-25.wav,footsteps,Human non speech sounds,209475,A,5.0,44100
3-152020-A-36.wav,vacuum cleaner,Interior/domestic sounds,152020,A,5.0,44100
2-122104-A-0.wav,dog,Animals,122104,A,5.0,44100
1-96890-A-37.wav,clock alarm,Interior/domestic sounds,96890,A,5.0,44100
4-234879-A-6.wav,hen,Animals,234879,A,5.0,44100
3-103401-B-33.wav,door wood creaks,Interior/domestic sounds,103401,B,5.0,44100
5-235507-A-44.wav,engine,Exterior/urban noises,235507,A,5.0,44100
1-77241-A-3.wav,cow,Animals,77241,A,5.0,44100
1-18074-A-6.wav,hen,Animals,18074,A,5.0,44100
3-174840-A-43.wav,car horn,Exterior/urban noises,174840,A,5.0,44100
3-103598-A-25.wav,footsteps,Human non speech sounds,103598,A,5.0,44100
3-71964-C-4.wav,frog,Animals,71964,C,5.0,44100
4-111671-A-42.wav,siren,Exterior/urban noises,111671,A,5.0,44100
1-100210-A-36.wav,vacuum cleaner,Interior/domestic sounds,100210,A,5.0,44100
4-159426-A-9.wav,crow,Animals,159426,A,5.0,44100
3-156391-A-35.wav,washing machine,Interior/domestic sounds,156391,A,5.0,44100
3-155570-A-32.wav,keyboard typing,Interior/domestic sounds,155570,A,5.0,44100
4-132383-B-2.wav,pig,Animals,132383,B,5.0,44100
2-109231-B-9.wav,crow,Animals,109231,B,5.0,44100
1-32373-A-35.wav,washing machine,Interior/domestic sounds,32373,A,5.0,44100
3-118487-A-26.wav,laughing,Human non speech sounds,118487,A,5.0,44100
2-72677-A-18.wav,toilet flush,Natural soundscapes,72677,A,5.0,44100
3-203371-A-39.wav,glass breaking,Interior/domestic sounds,203371,A,5.0,44100
4-255371-A-47.wav,airplane,Exterior/urban noises,255371,A,5.0,44100
2-122616-A-14.wav,chirping birds,Natural soundscapes,122616,A,5.0,44100
2-82455-A-23.wav,breathing,Human non speech sounds,82455,A,5.0,44100
2-110417-A-28.wav,snoring,Human non speech sounds,110417,A,5.0,44100
5-103420-A-2.wav,pig,Animals,103420,A,5.0,44100
1-54084-A-42.wav,siren,Exterior/urban noises,54084,A,5.0,44100
2-60180-A-49.wav,hand saw,Exterior/urban noises,60180,A,5.0,44100
1-28808-A-43.wav,car horn,Exterior/urban noises,28808,A,5.0,44100
5-212054-A-36.wav,vacuum cleaner,Interior/domestic sounds,212054,A,5.0,44100
3-147342-A-34.wav,can opening,Interior/domestic sounds,147342,A,5.0,44100
2-173559-A-39.wav,glass breaking,Interior/domestic sounds,173559,A,5.0,44100
5-216216-A-13.wav,crickets,Natural soundscapes,216216,A,5.0,44100
4-174860-A-3.wav,cow,Animals,174860,A,5.0,44100
4-189836-A-22.wav,clapping,Human non speech sounds,189836,A,5.0,44100
2-146877-A-31.wav,mouse click,Interior/domestic sounds,146877,A,5.0,44100
2-109759-A-26.wav,laughing,Human non speech sounds,109759,A,5.0,44100
1-115546-A-48.wav,fireworks,Exterior/urban noises,115546,A,5.0,44100
2-109374-A-16.wav,wind,Natural soundscapes,109374,A,5.0,44100
3-197408-C-8.wav,sheep,Animals,197408,C,5.0,44100
1-51037-A-16.wav,wind,Natural soundscapes,51037,A,5.0,44100
4-202749-A-13.wav,crickets,Natural soundscapes,202749,A,5.0,44100
3-161010-A-43.wav,car horn,Exterior/urban noises,161010,A,5.0,44100
1-172649-D-40.wav,helicopter,Exterior/urban noises,172649,D,5.0,44100
4-167063-A-11.wav,sea waves,Natural soundscapes,167063,A,5.0,44100
5-209989-A-22.wav,clapping,Human non speech sounds,209989,A,5.0,44100
4-136381-A-9.wav,crow,Animals,136381,A,5.0,44100
3-119120-E-48.wav,fireworks,Exterior/urban noises,119120,E,5.0,44100
5-232816-A-23.wav,breathing,Human non speech sounds,232816,A,5.0,44100
1-43760-A-11.wav,sea waves,Natural soundscapes,43760,A,5.0,44100
4-102844-B-49.wav,hand saw,Exterior/urban noises,102844,B,5.0,44100
2-77945-B-41.wav,chainsaw,Exterior/urban noises,77945,B,5.0,44100
1-39937-A-28.wav,snoring,Human non speech sounds,39937,A,5.0,44100
1-202111-A-3.wav,cow,Animals,202111,A,5.0,44100
5-189795-A-4.wav,frog,Animals,189795,A,5.0,44100
1-51035-A-16.wav,wind,Natural soundscapes,51035,A,5.0,44100
5-117118-A-42.wav,siren,Exterior/urban noises,117118,A,5.0,44100
1-181071-B-40.wav,helicopter,Exterior/urban noises,181071,B,5.0,44100
4-154443-A-24.wav,coughing,Human non speech sounds,154443,A,5.0,44100
4-218199-F-35.wav,washing machine,Interior/domestic sounds,218199,F,5.0,44100
1-160563-B-48.wav,fireworks,Exterior/urban noises,160563,B,5.0,44100
4-215635-A-34.wav,can opening,Interior/domestic sounds,215635,A,5.0,44100
5-259169-A-5.wav,cat,Animals,259169,A,5.0,44100
4-181286-A-10.wav,rain,Natural soundscapes,181286,A,5.0,44100
4-144083-B-16.wav,wind,Natural soundscapes,144083,B,5.0,44100
3-169907-A-29.wav,drinking sipping,Human non speech sounds,169907,A,5.0,44100
4-172736-A-36.wav,vacuum cleaner,Interior/domestic sounds,172736,A,5.0,44100
3-100018-A-18.wav,toilet flush,Natural soundscapes,100018,A,5.0,44100
3-152039-A-3.wav,cow,Animals,152039,A,5.0,44100
1-16746-A-15.wav,water drops,Natural soundscapes,16746,A,5.0,44100
3-158056-B-31.wav,mouse click,Interior/domestic sounds,158056,B,5.0,44100
2-74977-A-18.wav,toilet flush,Natural soundscapes,74977,A,5.0,44100
5-191497-A-33.wav,door wood creaks,Interior/domestic sounds,191497,A,5.0,44100
3-257858-A-2.wav,pig,Animals,257858,A,5.0,44100
2-79775-A-26.wav,laughing,Human non speech sounds,79775,A,5.0,44100
2-70938-A-42.wav,siren,Exterior/urban noises,70938,A,5.0,44100
3-170002-A-34.wav,can opening,Interior/domestic sounds,170002,A,5.0,44100
1-76831-C-42.wav,siren,Exterior/urban noises,76831,C,5.0,44100
5-243783-A-44.wav,engine,Exterior/urban noises,243783,A,5.0,44100
5-208810-A-11.wav,sea waves,Natural soundscapes,208810,A,5.0,44100
3-70962-A-4.wav,frog,Animals,70962,A,5.0,44100
5-170338-B-41.wav,chainsaw,Exterior/urban noises,170338,B,5.0,44100
2-122820-A-36.wav,vacuum cleaner,Interior/domestic sounds,122820,A,5.0,44100
5-180229-A-27.wav,brushing teeth,Human non speech sounds,180229,A,5.0,44100
4-161579-B-40.wav,helicopter,Exterior/urban noises,161579,B,5.0,44100
3-102583-B-49.wav,hand saw,Exterior/urban noises,102583,B,5.0,44100
1-260640-B-2.wav,pig,Animals,260640,B,5.0,44100
5-179496-A-16.wav,wind,Natural soundscapes,179496,A,5.0,44100
4-119647-B-48.wav,fireworks,Exterior/urban noises,119647,B,5.0,44100
2-112213-A-39.wav,glass breaking,Interior/domestic sounds,112213,A,5.0,44100
5-253094-B-49.wav,hand saw,Exterior/urban noises,253094,B,5.0,44100
5-253101-B-49.wav,hand saw,Exterior/urban noises,253101,B,5.0,44100
4-186935-A-44.wav,engine,Exterior/urban noises,186935,A,5.0,44100
1-13572-A-46.wav,church bells,Exterior/urban noises,13572,A,5.0,44100
1-187207-A-20.wav,crying baby,Human non speech sounds,187207,A,5.0,44100
1-9887-B-49.wav,hand saw,Exterior/urban noises,9887,B,5.0,44100
4-179836-A-34.wav,can opening,Interior/domestic sounds,179836,A,5.0,44100
5-261325-A-9.wav,crow,Animals,261325,A,5.0,44100
3-180256-A-0.wav,dog,Animals,180256,A,5.0,44100
3-161500-A-17.wav,pouring water,Natural soundscapes,161500,A,5.0,44100
3-111102-A-46.wav,church bells,Exterior/urban noises,111102,A,5.0,44100
1-96950-B-9.wav,crow,Animals,96950,B,5.0,44100
3-124376-B-3.wav,cow,Animals,124376,B,5.0,44100
4-264453-A-34.wav,can opening,Interior/domestic sounds,264453,A,5.0,44100
1-211527-B-20.wav,crying baby,Human non speech sounds,211527,B,5.0,44100
1-54065-A-45.wav,train,Exterior/urban noises,54065,A,5.0,44100
4-218199-H-35.wav,washing machine,Interior/domestic sounds,218199,H,5.0,44100
2-139748-A-15.wav,water drops,Natural soundscapes,139748,A,5.0,44100
5-213855-A-0.wav,dog,Animals,213855,A,5.0,44100
1-39835-A-9.wav,crow,Animals,39835,A,5.0,44100
4-125070-A-19.wav,thunderstorm,Natural soundscapes,125070,A,5.0,44100
5-156026-B-4.wav,frog,Animals,156026,B,5.0,44100
5-260875-A-35.wav,washing machine,Interior/domestic sounds,260875,A,5.0,44100
3-188390-A-6.wav,hen,Animals,188390,A,5.0,44100
5-231762-A-0.wav,dog,Animals,231762,A,5.0,44100
1-85362-A-0.wav,dog,Animals,85362,A,5.0,44100
4-182368-A-12.wav,crackling fire,Natural soundscapes,182368,A,5.0,44100
3-103050-A-19.wav,thunderstorm,Natural soundscapes,103050,A,5.0,44100
3-127890-C-9.wav,crow,Animals,127890,C,5.0,44100
3-124795-A-28.wav,snoring,Human non speech sounds,124795,A,5.0,44100
4-156993-A-19.wav,thunderstorm,Natural soundscapes,156993,A,5.0,44100
2-209471-A-25.wav,footsteps,Human non speech sounds,209471,A,5.0,44100
3-216280-A-39.wav,glass breaking,Interior/domestic sounds,216280,A,5.0,44100
1-77160-A-3.wav,cow,Animals,77160,A,5.0,44100
3-103401-A-33.wav,door wood creaks,Interior/domestic sounds,103401,A,5.0,44100
5-187201-A-4.wav,frog,Animals,187201,A,5.0,44100
2-65484-A-18.wav,toilet flush,Natural soundscapes,65484,A,5.0,44100
4-164206-A-10.wav,rain,Natural soundscapes,164206,A,5.0,44100
5-244651-A-31.wav,mouse click,Interior/domestic sounds,244651,A,5.0,44100
1-81001-B-30.wav,door wood knock,Interior/domestic sounds,81001,B,5.0,44100
3-149465-A-22.wav,clapping,Human non speech sounds,149465,A,5.0,44100
3-95698-A-5.wav,cat,Animals,95698,A,5.0,44100
4-181865-A-38.wav,clock tick,Interior/domestic sounds,181865,A,5.0,44100
1-208757-B-2.wav,pig,Animals,208757,B,5.0,44100
1-48298-A-46.wav,church bells,Exterior/urban noises,48298,A,5.0,44100
1-53444-A-28.wav,snoring,Human non speech sounds,53444,A,5.0,44100
4-184235-A-28.wav,snoring,Human non speech sounds,184235,A,5.0,44100
4-132839-A-33.wav,door wood creaks,Interior/domestic sounds,132839,A,5.0,44100
4-145081-A-9.wav,crow,Animals,145081,A,5.0,44100
1-172649-C-40.wav,helicopter,Exterior/urban noises,172649,C,5.0,44100
5-221529-A-39.wav,glass breaking,Interior/domestic sounds,221529,A,5.0,44100
1-19898-C-41.wav,chainsaw,Exterior/urban noises,19898,C,5.0,44100
1-47274-A-21.wav,sneezing,Human non speech sounds,47274,A,5.0,44100
2-209474-A-25.wav,footsteps,Human non speech sounds,209474,A,5.0,44100
1-43807-A-47.wav,airplane,Exterior/urban noises,43807,A,5.0,44100
5-181766-A-10.wav,rain,Natural soundscapes,181766,A,5.0,44100
5-219242-A-37.wav,clock alarm,Interior/domestic sounds,219242,A,5.0,44100
1-24796-A-47.wav,airplane,Exterior/urban noises,24796,A,5.0,44100
1-121951-A-8.wav,sheep,Animals,121951,A,5.0,44100
1-23094-A-15.wav,water drops,Natural soundscapes,23094,A,5.0,44100
5-200329-A-8.wav,sheep,Animals,200329,A,5.0,44100
2-108767-A-9.wav,crow,Animals,108767,A,5.0,44100
1-31482-A-42.wav,siren,Exterior/urban noises,31482,A,5.0,44100
4-187504-B-17.wav,pouring water,Natural soundscapes,187504,B,5.0,44100
1-73123-A-26.wav,laughing,Human non speech sounds,73123,A,5.0,44100
1-65483-A-13.wav,crickets,Natural soundscapes,65483,A,5.0,44100
5-263775-A-26.wav,laughing,Human non speech sounds,263775,A,5.0,44100
4-204777-A-39.wav,glass breaking,Interior/domestic sounds,204777,A,5.0,44100
3-159445-B-45.wav,train,Exterior/urban noises,159445,B,5.0,44100
1-50661-A-44.wav,engine,Exterior/urban noises,50661,A,5.0,44100
2-104952-B-16.wav,wind,Natural soundscapes,104952,B,5.0,44100
3-152997-A-26.wav,laughing,Human non speech sounds,152997,A,5.0,44100
2-117625-A-10.wav,rain,Natural soundscapes,117625,A,5.0,44100
2-73544-A-27.wav,brushing teeth,Human non speech sounds,73544,A,5.0,44100
3-155659-A-34.wav,can opening,Interior/domestic sounds,155659,A,5.0,44100
5-150409-A-42.wav,siren,Exterior/urban noises,150409,A,5.0,44100
2-87282-A-34.wav,can opening,Interior/domestic sounds,87282,A,5.0,44100
5-217186-C-16.wav,wind,Natural soundscapes,217186,C,5.0,44100
3-203377-A-39.wav,glass breaking,Interior/domestic sounds,203377,A,5.0,44100
3-253084-E-2.wav,pig,Animals,253084,E,5.0,44100
2-103428-A-3.wav,cow,Animals,103428,A,5.0,44100
1-18527-A-44.wav,engine,Exterior/urban noises,18527,A,5.0,44100
3-166125-B-23.wav,breathing,Human non speech sounds,166125,B,5.0,44100
4-205526-B-23.wav,breathing,Human non speech sounds,205526,B,5.0,44100
4-175000-C-40.wav,helicopter,Exterior/urban noises,175000,C,5.0,44100
2-95258-A-1.wav,rooster,Animals,95258,A,5.0,44100
1-51805-D-33.wav,door wood creaks,Interior/domestic sounds,51805,D,5.0,44100
4-138344-A-9.wav,crow,Animals,138344,A,5.0,44100
5-233160-A-1.wav,rooster,Animals,233160,A,5.0,44100
2-50666-A-20.wav,crying baby,Human non speech sounds,50666,A,5.0,44100
1-74517-A-37.wav,clock alarm,Interior/domestic sounds,74517,A,5.0,44100
3-156581-B-14.wav,chirping birds,Natural soundscapes,156581,B,5.0,44100
5-254160-A-22.wav,clapping,Human non speech sounds,254160,A,5.0,44100
2-68391-A-41.wav,chainsaw,Exterior/urban noises,68391,A,5.0,44100
1-51436-A-17.wav,pouring water,Natural soundscapes,51436,A,5.0,44100
1-54918-B-14.wav,chirping birds,Natural soundscapes,54918,B,5.0,44100
1-41615-A-34.wav,can opening,Interior/domestic sounds,41615,A,5.0,44100
2-76868-A-6.wav,hen,Animals,76868,A,5.0,44100
1-19898-A-41.wav,chainsaw,Exterior/urban noises,19898,A,5.0,44100
4-204830-A-6.wav,hen,Animals,204830,A,5.0,44100
2-103423-A-3.wav,cow,Animals,103423,A,5.0,44100
1-155858-C-25.wav,footsteps,Human non speech sounds,155858,C,5.0,44100
2-141682-A-36.wav,vacuum cleaner,Interior/domestic sounds,141682,A,5.0,44100
2-28314-A-12.wav,crackling fire,Natural soundscapes,28314,A,5.0,44100
